Quarter,Metric,Forecast,Lower_80,Upper_80,Lower_95,Upper_95
2026-06-29,Total Revenue,19.216114285714283,18.320045876032655,20.112182695395912,17.845695913267644,20.586532658160923
2026-09-29,Total Revenue,19.52522857142857,18.25799647364272,20.79246066921442,17.587164322989267,21.463292819867874
2026-12-29,Total Revenue,19.834342857142857,18.28230684451683,21.386378869768883,17.460708608439425,22.20797710584629
2027-03-29,Total Revenue,20.143457142857145,18.351320323493884,21.935593962220405,17.40262039796386,22.884293887750427
2026-06-29,Net Income,2.825391141960277,2.1234634327844413,3.527318851136113,1.751885348886152,3.898896935034402
2026-09-29,Net Income,2.825391141960277,2.081107415617614,3.5696748683029402,1.6871074106373203,3.963674873283234
2026-12-29,Net Income,2.825391141960277,2.0410353415175164,3.6097469424030377,1.625822461881758,4.024959822038796
2027-03-29,Net Income,2.825391141960277,2.0029133136403354,3.6478689702802187,1.56751985146346,4.083262432457094
